lat,long,Category,Source,name,website,address,icon
41.888113,-87.630755,Innovation Center,Innovation Center,Catapult Chicago,http://catapultchicago.com/,321 N. Clark St.,grn_stars
42.298881,-89.0695015,Innovation Center,Innovation Center,EIGERlabÎ¾,http://www.eigerlab.org/,605 Fulton Ave.,grn_stars
41.8883695,-87.6353645,Innovation Center,Innovation Center,Excelerate Labs,http://www.techstars.com/program/locations/chicago/,222 W. Merchandise Mart Plaza,grn_stars
41.8859776,-87.6566872,Innovation Center,Innovation Center,Healthbox,http://healthbox.com/,213 N Racine Ave,grn_stars
41.8883695,-87.6353645,Innovation Center,Innovation Center,Impact Engine,http://www.theimpactengine.com/,222 Merchandise Mart Plaza,grn_stars
,,Innovation Center,Innovation Center,Civic Accelerator,http://www.pointsoflight.org/civic-incubator/civic-accelerator,,grn_stars
,,Innovation Center,Innovation Center,Investors' Circle,http://www.investorscircle.net,,grn_stars
41.8831858,-87.6281451,Innovation Center,Innovation Center,OfficePort Chicago,http://www.officeport.us/,9 W. Washington Street,grn_stars
41.962311,-87.674555,Innovation Center,Innovation Center,Platform Coworking,http://www.platformcoworking.com/,4422 N. Ravenswood Ave.,grn_stars
41.8827693,-87.6338705,Innovation Center,Innovation Center,Spirtle Space,http://spirtle.com/,40 N Wells St,grn_stars
41.8923914,-87.6364606,Innovation Center,Innovation Center,Industrious,http://industriousoffice.com/,320 W Ohio St,grn_stars
41.887347,-87.625717,Innovation Center,Innovation Center,PROPEL,http://www.ibiopropel.org/,65 E Wacker Place,grn_stars
40.306963,-88.1557725,Innovation Center,Innovation Center,Rantoul Business Incubator,http://rantoulincubator.org/,601 S. Century Blvd.,grn_stars
41.8823763,-87.6377481,Innovation Center,Innovation Center,TechNexus,http://www.technexus.com/,20 N. Upper Wacker Dr.,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Insight Access,http://www.illinoistech.org/page.aspx/collaborationpoint,200 South Wacker,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Growth Networks,http://www.illinoistech.org/roundtable.aspx,200 South Wacker,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Leadership Forums,http://www.illinoistech.org/page.aspx/growforums,200 South Wacker,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Marketplace,http://www.illinoistech.org/page.aspx/marketplace,200 South Wacker,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Newswire,http://www.illinoistech.org/page.aspx/itanewswire,,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Spotlight,http://www.illinoistech.org/page.aspx/spotlight,,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA CityLIGHTS Awards,http://www.illinoistech.org/page.aspx/clgala,200 South Wacker,grn_stars
41.879211,-87.637199,Innovation Center,Innovation Center,ITA Fall Challenge,http://www.illinoistech.org/page.aspx/Fall_Challenge,200 South Wacker,grn_stars
41.8956362,-87.6355388,Innovation Center,Innovation Center,The Coop,http://coworkchicago.com/,230 W Superior St,grn_stars
40.0911149,-88.2401544,Innovation Center,Innovation Center,EnterpriseWorks Incubator,http://www.researchpark.illinois.edu/enterpriseworks,60 Hazelwood Drive,grn_stars
40.0911149,-88.2401544,Innovation Center,Innovation Center,Women in CU Tech Industry Lunch Forum,http://www.researchpark.illinois.edu/events/cu-women-in-tech,60 Hazelwood Drive,grn_stars
41.8723993,-87.6816138,Innovation Center,Innovation Center,EnterpriseWorks Chicago,http://www.enterpriseworkschicago.com/,2201 West Campbell Park Drive,grn_stars
40.9803273,-90.4072559,Innovation Center,Innovation Center,Galesburg Business And Technology Center,http://www.sandburg.edu/content/galesburg-business-and-technology-center,2051 Tom L. Wilson Boulevard,grn_stars
42.0469149,-87.6829905,Innovation Center,Innovation Center,Technology Innovation Center,http://www.theincubator.com/home,820 Davis Street,grn_stars
,,Innovation Center,Innovation Center,The Founder Institute,http://fi.co/,,grn_stars
41.8838906,-87.6275643,Innovation Center,Innovation Center,Chicago Fashion Incubator,http://www.chicagofashionincubator.org/,111 North State Street,grn_stars
40.1035102,-88.2300656,Innovation Center,Innovation Center,Illinois Launch,http://business.illinois.edu/ael/illaunch/index.html,270 Wohlers Hall MC-706,grn_stars
40.5100462,-88.9870335,Innovation Center,Innovation Center,Center for Emerging Entrepreneurs,,100 S Fell Ave,grn_stars
37.702532,-89.216838,Innovation Center,Innovation Center,Small Business Incubator Program,http://www.growsi.com/sbip/index.htm,150 E. Pleasant Hill Road,grn_stars
39.841122,-88.9760531,Innovation Center,Innovation Center,The Hub,http://www.millikin.edu/academics/tabor/entrepreneurship/entrepreneurshipacademics/Pages/BusinessIncubator.aspx,1184 W Main St,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Argonne National Laboratory,http://www.anl.gov,9700 S. Cass Avenue,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Advanced Photon Source,http://www.aps.anl.gov/,Building 401,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Center for Nanoscale Materials,http://nano.anl.gov/,Building 440,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Electron Microscopy Center,http://www.msd.anl.gov/groups/emc/,Building 212,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Argonne Tandem Linac Accelerator System,http://www.phy.anl.gov/atlas/,Building 203,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Argonne Leadership Computing Facility,http://www.alcf.anl.gov/,Building 240,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Transportation Research and Analysis Computing Center,http://web.anl.gov/TRACC/,Building 222,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,DuPont-Northwestern-Dow Collaborative Access Team,http://www.dnd.aps.anl.gov/,APS/ANL Building 432A,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Life Sciences Collaborative Access Team,http://ls-cat.org/index.html,Bldg 436A,grn_stars
41.7248532,-87.9733229,Innovation Center,Innovation Center,Office of Technology Transfer,http://web.anl.gov/techtransfer/index.html,Bldg. 201,grn_stars
41.8312,-88.25223,Innovation Center,Innovation Center,Fermi National Accelerator Laboratory,http://www.fnal.gov/,Wilson and Kirk Roads,grn_stars
41.8310932,-87.6280182,Innovation Center,Innovation Center,Wanger Institute for Sustainable Energy Research (WISER),www.iit.edu/wiser,10 W. 35th Street,grn_stars
41.773019,-87.817757,Innovation Center,Innovation Center,Institute for Food Safety and Health,www.iit.edu/ifsh,6502 South Archer Road,grn_stars
42.0569182,-87.6767029,Innovation Center,Innovation Center,Farley Center for Entrepreneurship and Innovation,http://www.fcei.northwestern.edu/,Ford Motor Company Engineering Center ,grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,Nanoscale Science and Engineering Center,http://www.nu-nsec.org/,"2145 Sheridan Road, TECH K111",grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,Materials Research Science & Engineering Center,http://www.mrsec.northwestern.edu/,"2145 Sheridan Road, TECH K111",grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,International Institute for Nanotechnology ,http://www.iinano.org/,"2145 Sheridan Road, K111",grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,Nanotechnology Corporate Partners program,http://www.iinano.org/content/Industry/index.htm,"2145 Sheridan Road, K111",grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,IIN Small Business Entrepreneur's Evaluation,http://www.iinano.org/content/Industry/SBEE.htm,"2145 Sheridan Road, K111",grn_stars
42.0577785,-87.6733929,Innovation Center,Innovation Center,Northwestern University Atomic and Nanoscale Characterization Experimental Center,http://www.nuance.northwestern.edu/,2220 Campus Dr,grn_stars
42.0564526,-87.6738007,Innovation Center,Innovation Center,"Nanoscale Integrated Fabrication, Testing, and Instrumentation (NIFTI)",http://www.nuance.northwestern.edu/nifti/index.html,Silverman Hall East Tower,grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,Electron Probe Instrumentation Center (EPIC),http://www.nuance.northwestern.edu/epic/index.html,"2145 Sheridan Road, TECH K111",grn_stars
42.0577785,-87.6733929,Innovation Center,Innovation Center,Keck Interdiscplinary Surface Science Center,http://www.nuance.northwestern.edu/KeckII/index.html,2220 Campus Drive,grn_stars
42.057841,-87.676976,Innovation Center,Innovation Center,Micro/Nano Fabrication Facility (NUFAB),http://nufab.northwestern.edu/,EG20-NG32 Technological Institute ,grn_stars
41.8956469,-87.6201074,Innovation Center,Innovation Center,Institute for BioNanotechnology in Medicine,http://www.ibnam.northwestern.edu/,303 E. Superior,grn_stars
42.0562294,-87.6734659,Innovation Center,Innovation Center,Center for Molecular Innovation and Drug Discovery,http://www.cmidd.northwestern.edu/,2170 Campus Dr.,grn_stars
42.0562294,-87.6734659,Innovation Center,Innovation Center,Chemistry of Life Processes Institute,http://www.clp.northwestern.edu/,2170 Campus Dr.,grn_stars
41.7893998,-87.5963929,Innovation Center,Innovation Center,Polsky Center for Entrepreneurship and Innovation,www.chicagobooth.edu/entrepreneurship,Polsky Center for Entrepreneurship at The U of C Booth School of Business,grn_stars
41.7893998,-87.5963929,Innovation Center,Innovation Center,Exploring Entrepreneurship Conference Series,http://www.chicagobooth.edu/entrepreneurship/conferences/other.aspx,Polsky Center for Entrepreneurship at The U of C Booth School of Business,grn_stars
41.7893998,-87.5963929,Innovation Center,Innovation Center,New Venture Challenge,http://research.chicagobooth.edu/nvc/,Polsky Center for Entrepreneurship at The U of C Booth School of Business,grn_stars
40.1149215,-88.2248604,Innovation Center,Innovation Center,National Center for Supercomputing Applications,http://www.ncsa.illinois.edu/,1205 W. Clark St.,grn_stars
,,Innovation Center,Innovation Center,Beckman Institute for Advanced Science and Technology,http://beckman.illinois.edu,405 North Mathews Avenue,grn_stars
40.090471,-88.223691,Innovation Center,Innovation Center,Illinois Simulator Laboratory,http://www.isl.beckman.illinois.edu/,2100 South Goodwin Avenue,grn_stars
40.1156835,-88.2267598,Innovation Center,Innovation Center,Biomedical Imaging Center,http://bic.beckman.illinois.edu,405 N. Mathews Ave,grn_stars
40.1156835,-88.2267598,Innovation Center,Innovation Center,ITG Visualization Laboratory,https://itg.beckman.illinois.edu/visualization_laboratory/,405 N. Mathews Ave,grn_stars
40.1156835,-88.2267598,Innovation Center,Innovation Center,Imaging Technology Group (ITG) Microscopy Suite,http://itg.beckman.illinois.edu/microscopy_suite/,405 N Mathews Avenue,grn_stars
40.1035102,-88.2300656,Innovation Center,Innovation Center,Academy for Entrepreneurial Leadership,http://business.illinois.edu/ael/atillinois/index.html,"270 Wohlers Hall, MC-706",grn_stars
40.1147663,-88.2267379,Innovation Center,Innovation Center,Technology Entrepreneur Center,http://tec.illinois.edu/,351 Coordinated Science Lab,grn_stars
40.1147663,-88.2267379,Innovation Center,Innovation Center,Cozad New Venture Competition,http://tec.illinois.edu/cozad,351 Coordinated Science Lab,grn_stars
40.1116153,-88.2239639,Innovation Center,Innovation Center,Office of Technology Management,http://otm.illinois.edu/,319 Ceramics Building,grn_stars
40.0911149,-88.2401544,Innovation Center,Innovation Center,I-Start program,http://www.researchpark.illinois.edu/resources/i-start-professional-service-assistance,60 Hazelwood Drive,grn_stars
41.8743225,-87.6585317,Innovation Center,Innovation Center,UIC Innovation Center,http://www.uic.edu/depts/innovationcenter/,1240 W Harrison St.,grn_stars
41.870544,-87.671344,Innovation Center,Innovation Center,NMR Facility at the Department of Medicinal Chemistry and Pharmacognosy,http://lab.pharm.uic.edu/nmr/,833 South Wood Street,grn_stars
41.8694976,-87.6479053,Innovation Center,Innovation Center,"Microphysics Laboratory, Department of Physics",http://www.uic.edu/depts/mplab/,845 W. Taylor St. ,grn_stars
41.8715206,-87.6727085,Innovation Center,Innovation Center,Office of Technology Management,http://otm.uic.edu/,1853 West Polk Street,grn_stars
,,Innovation Center,Innovation Center,Entrepreneurship at Illinois Portal,http://entrepreneurship.illinois.edu/index.html,,grn_stars
42.050376,-87.682121,Innovation Center,Innovation Center,Innovation and New Ventures Office,http://invo.northwestern.edu/,1800 Sherman Ave.,grn_stars
41.8778533,-87.6268458,Innovation Center,Innovation Center,Coleman Entrepreneurship Center,http://coleman.depaul.edu/,1 East Jackson Boulevard,grn_stars
41.8778533,-87.6268458,Innovation Center,Innovation Center,The Center for Creativity and Innovation,http://innovation.depaul.edu/index.asp,Department of Management,grn_stars
41.8778533,-87.6268458,Innovation Center,Innovation Center,Launch DePaul New Venture Competition,http://ent.depaul.edu/Coleman_Entrepreneurship_Cente/Launch_DePaul/index.asp,1 East Jackson Boulevard,grn_stars
41.878468,-87.627148,Innovation Center,Innovation Center,Office of Research Services,,14 East Jackson,grn_stars
40.5074101,-88.9930964,Innovation Center,Innovation Center,George R. and Martha Means Center for Entrepreneurial Studies,http://business.illinoisstate.edu/means/,Illinois State University College of Business,grn_stars
41.8310932,-87.6280182,Innovation Center,Innovation Center,Knapp Entrepreneurship Center,http://www.stuart.iit.edu/entrepreneurship_academy/knapp_center/,10 West 35th Street,grn_stars
41.8310932,-87.6280182,Innovation Center,Innovation Center,Office of Technology Transfer and Intellectual Property,http://www.iit.edu/research/services/ttip/,10 W. 35th St.,grn_stars
39.841122,-88.9760531,Innovation Center,Innovation Center,Millikin University Entrepreneurship Center,http://www.millikin.edu/academics/tabor/entrepreneurship/Pages/default.aspx,1184 W Main St.,grn_stars
39.7276243,-89.6142061,Innovation Center,Innovation Center,UIS Center for Entrepreneurship,http://www.uis.edu/cbam/featured/,West University Court ,grn_stars
39.4837448,-88.1752054,Innovation Center,Innovation Center,Business Solution Center,http://www.eiu.edu/~bsc/index.php,600 Lincoln Avenue ,grn_stars
41.8846204,-87.6365384,Innovation Center,Innovation Center,Ernst & Young,http://www.ey.com,155 North Wacker Drive,grn_stars
41.8780969,-87.6437545,Innovation Center,Innovation Center,IDEO,http://www.ideo.com/locations/chicago/,626 West Jackson Blvd,grn_stars
,,Innovation Center,Innovation Center,Ninth Street Advisors,http://www.ninthstreetadvisors.com/,,grn_stars
41.884542,-87.655807,Innovation Center,Innovation Center,"Otherwise, Inc.",http://www.otherwiseinc.com/,1144 West Randolph Street,grn_stars
,,Innovation Center,Innovation Center,Tech Cocktail,http://tech.co/,,grn_stars
41.8855516,-87.6363101,Innovation Center,Innovation Center,Chicago Career Tech,http://www.chicagocareertech.com/,191 N. Wacker Drive,grn_stars
41.8898235,-87.6295572,Innovation Center,Innovation Center,i.c.stars,http://ww2.icstars.org/,415 N. Dearborn,grn_stars
38.8732538,-90.097495,Innovation Center,Innovation Center,Madison County Employment and Training,http://www.mcetd.org/,101 East Edwardsville Rd.,grn_stars
42.0846738,-87.9825501,Innovation Center,Innovation Center,EmPowerHR,http://empowerhr.com/,6 East Miner Street,grn_stars
41.888113,-87.630755,Innovation Center,Innovation Center,Foley & Lardner LLP,http://www.foley.com/chicago/,321 North Clark Street,grn_stars
41.8747362,-87.6294629,Innovation Center,Innovation Center,"Rachlis Durham Duff Adler & Peel, LLC",http://www.rddlaw.net/,542 South Dearborn Street,grn_stars
41.896453,-87.6171256,Innovation Center,Innovation Center,Entrepreneurship Law Center,http://www.law.northwestern.edu/legalclinic/elc/,Northwestern University School of Law,grn_stars
41.897376,-87.6272862,Innovation Center,Innovation Center,The Business Law Clinic,http://www6.luc.edu/law/centers/business/clinic/index.html,Philip H. Corboy Law Center,grn_stars
