,,,,,,,,,latlong,Career Impact,Poverty Impact
41.884431,-87.641694,school,Google,,,, Cook County," Illinois""",41.884431-87.641694,0.047993019,0.058987784
41.885025,-87.642733,local_government_office,Google,,,, Cook County," Illinois""",41.885025-87.642733,0.047993019,0.058987784
41.889458,-87.655877,school,Google,,,, Cook County," Illinois""",41.889458-87.655877,0.049558081,0.133838384
41.889206,-87.655858,school,Google,,,, Cook County," Illinois""",41.889206-87.655858,0.049558081,0.133838384
41.887543,-87.648708,university,Google,,,, Cook County," Illinois""",41.887543-87.648708,0.041436464,0.119968429
41.884117,-87.64875,school,Google,,,, Cook County," Illinois""",41.884117-87.64875,0.041436464,0.119968429
41.884115,-87.651969,cafe,Google,,,, Cook County," Illinois""",41.884115-87.651969,0.041436464,0.119968429
41.884553,-87.652704,school,Google,,,, Cook County," Illinois""",41.884553-87.652704,0.041436464,0.119968429
41.882613,-87.622569,park,Google,,,, Cook County," Illinois""",41.882613-87.622569,0.036187298,0.09698613
41.883669,-87.625043,school,Google,,,, Cook County," Illinois""",41.883669-87.625043,0.036187298,0.09698613
41.88299,-87.625,synagogue,Google,,,, Cook County," Illinois""",41.88299-87.625,0.036187298,0.09698613
41.882498,-87.624661,cafe,Google,,,, Cook County," Illinois""",41.882498-87.624661,0.036187298,0.09698613
41.882223,-87.625684,cafe,Google,,,, Cook County," Illinois""",41.882223-87.625684,0.036187298,0.09698613
41.879128,-87.623972,university,Google,,,, Cook County," Illinois""",41.879128-87.623972,0.009058883,0.022647207
41.879585,-87.623712,library,Google,,,, Cook County," Illinois""",41.879585-87.623712,0.009058883,0.022647207
41.881448,-87.624682,university,Google,,,, Cook County," Illinois""",41.881448-87.624682,0.009058883,0.022647207
41.880621,-87.624643,library,Google,,,, Cook County," Illinois""",41.880621-87.624643,0.009058883,0.022647207
41.880625,-87.624658,library,Google,,,, Cook County," Illinois""",41.880625-87.624658,0.009058883,0.022647207
41.880513,-87.625013,school,Google,,,, Cook County," Illinois""",41.880513-87.625013,0.009058883,0.022647207
41.880137,-87.624623,school,Google,,,, Cook County," Illinois""",41.880137-87.624623,0.009058883,0.022647207
41.879326,-87.624793,school,Google,,,, Cook County," Illinois""",41.879326-87.624793,0.009058883,0.022647207
41.882825,-87.627597,university,Google,,,, Cook County," Illinois""",41.882825-87.627597,0.036187298,0.09698613
41.882731,-87.626004,school,Google,,,, Cook County," Illinois""",41.882731-87.626004,0.036187298,0.09698613
41.882731,-87.625948,school,Google,,,, Cook County," Illinois""",41.882731-87.625948,0.036187298,0.09698613
41.88273,-87.626079,school,Google,,,, Cook County," Illinois""",41.88273-87.626079,0.036187298,0.09698613
41.88254,-87.627538,school,Google,,,, Cook County," Illinois""",41.88254-87.627538,0.036187298,0.09698613
41.882566,-87.627693,library,Google,,,, Cook County," Illinois""",41.882566-87.627693,0.036187298,0.09698613
41.882462,-87.627823,university,Google,,,, Cook County," Illinois""",41.882462-87.627823,0.036187298,0.09698613
41.88232,-87.627621,school,Google,,,, Cook County," Illinois""",41.88232-87.627621,0.036187298,0.09698613
41.883256,-87.628668,hospital,Google,,,, Cook County," Illinois""",41.883256-87.628668,0.055748417,0.165407392
41.883315,-87.628778,school,Google,,,, Cook County," Illinois""",41.883315-87.628778,0.055748417,0.165407392
41.883006,-87.628652,cafe,Google,,,, Cook County," Illinois""",41.883006-87.628652,0.055748417,0.165407392
41.883098,-87.629884,local_government_office,Google,,,, Cook County," Illinois""",41.883098-87.629884,0.055748417,0.165407392
41.883076,-87.629938,local_government_office,Google,,,, Cook County," Illinois""",41.883076-87.629938,0.055748417,0.165407392
41.881991,-87.630015,cafe,Google,,,, Cook County," Illinois""",41.881991-87.630015,0.055748417,0.165407392
41.88088,-87.625924,library,Google,,,, Cook County," Illinois""",41.88088-87.625924,0.009058883,0.022647207
41.879607,-87.6266,school,Google,,,, Cook County," Illinois""",41.879607-87.6266,0.009058883,0.022647207
41.879486,-87.627311,university,Google,,,, Cook County," Illinois""",41.879486-87.627311,0.009058883,0.022647207
41.881336,-87.629995,cafe,Google,,,, Cook County," Illinois""",41.881336-87.629995,0.055748417,0.165407392
41.881336,-87.629995,school,Google,,,, Cook County," Illinois""",41.881336-87.629995,0.055748417,0.165407392
41.879626,-87.627998,cafe,Google,,,, Cook County," Illinois""",41.879626-87.627998,0.055748417,0.165407392
41.879951,-87.629357,local_government_office,Google,,,, Cook County," Illinois""",41.879951-87.629357,0.055748417,0.165407392
41.879209,-87.629313,local_government_office,Google,,,, Cook County," Illinois""",41.879209-87.629313,0.055748417,0.165407392
41.878608,-87.624572,cafe,Google,,,, Cook County," Illinois""",41.878608-87.624572,0.009058883,0.022647207
41.877948,-87.624511,school,Google,,,, Cook County," Illinois""",41.877948-87.624511,0.009058883,0.022647207
41.878057,-87.625623,school,Google,,,, Cook County," Illinois""",41.878057-87.625623,0.009058883,0.022647207
41.877363,-87.624623,university,Google,,,, Cook County," Illinois""",41.877363-87.624623,0.009058883,0.022647207
41.876893,-87.624535,university,Google,,,, Cook County," Illinois""",41.876893-87.624535,0.009058883,0.022647207
41.877074,-87.625572,local_government_office,Google,,,, Cook County," Illinois""",41.877074-87.625572,0.009058883,0.022647207
41.876428,-87.624509,school,Google,,,, Cook County," Illinois""",41.876428-87.624509,0.009058883,0.022647207
41.876409,-87.624962,university,Google,,,, Cook County," Illinois""",41.876409-87.624962,0.009058883,0.022647207
41.876651,-87.624854,school,Google,,,, Cook County," Illinois""",41.876651-87.624854,0.009058883,0.022647207
41.875959,-87.625506,school,Google,,,, Cook County," Illinois""",41.875959-87.625506,0.009058883,0.022647207
41.87594,-87.624894,university,Google,,,, Cook County," Illinois""",41.87594-87.624894,0.009058883,0.022647207
41.874251,-87.624485,library,Google,,,, Cook County," Illinois""",41.874251-87.624485,0.049315068,0.135242839
41.874266,-87.624646,university,Google,,,, Cook County," Illinois""",41.874266-87.624646,0.049315068,0.135242839
41.87895,-87.626237,school,Google,,,, Cook County," Illinois""",41.87895-87.626237,0.009058883,0.022647207
41.879073,-87.626288,school,Google,,,, Cook County," Illinois""",41.879073-87.626288,0.009058883,0.022647207
41.87877,-87.626257,school,Google,,,, Cook County," Illinois""",41.87877-87.626257,0.009058883,0.022647207
41.878065,-87.626622,library,Google,,,, Cook County," Illinois""",41.878065-87.626622,0.009058883,0.022647207
41.877948,-87.626441,university,Google,,,, Cook County," Illinois""",41.877948-87.626441,0.009058883,0.022647207
41.877634,-87.627226,university,Google,,,, Cook County," Illinois""",41.877634-87.627226,0.009058883,0.022647207
41.877512,-87.627227,library,Google,,,, Cook County," Illinois""",41.877512-87.627227,0.009058883,0.022647207
41.877469,-87.627273,school,Google,,,, Cook County," Illinois""",41.877469-87.627273,0.009058883,0.022647207
41.877512,-87.627227,library,Google,,,, Cook County," Illinois""",41.877512-87.627227,0.009058883,0.022647207
41.877512,-87.627227,school,Google,,,, Cook County," Illinois""",41.877512-87.627227,0.009058883,0.022647207
41.877533,-87.627227,local_government_office,Google,,,, Cook County," Illinois""",41.877533-87.627227,0.009058883,0.022647207
41.877512,-87.627227,school,Google,,,, Cook County," Illinois""",41.877512-87.627227,0.009058883,0.022647207
41.876785,-87.627638,school,Google,,,, Cook County," Illinois""",41.876785-87.627638,0.009058883,0.022647207
41.8769,-87.6277,park,Google,,,, Cook County," Illinois""",41.8769-87.6277,0.055748417,0.165407392
41.87729,-87.628056,park,Google,,,, Cook County," Illinois""",41.87729-87.628056,0.055748417,0.165407392
41.87821,-87.628233,university,Google,,,, Cook County," Illinois""",41.87821-87.628233,0.055748417,0.165407392
41.878061,-87.629013,local_government_office,Google,,,, Cook County," Illinois""",41.878061-87.629013,0.055748417,0.165407392
41.879068,-87.629689,local_government_office,Google,,,, Cook County," Illinois""",41.879068-87.629689,0.055748417,0.165407392
41.879068,-87.629689,local_government_office,Google,,,, Cook County," Illinois""",41.879068-87.629689,0.055748417,0.165407392
41.879068,-87.629689,local_government_office,Google,,,, Cook County," Illinois""",41.879068-87.629689,0.055748417,0.165407392
41.878288,-87.630031,library,Google,,,, Cook County," Illinois""",41.878288-87.630031,0.055748417,0.165407392
41.87808,-87.629584,cafe,Google,,,, Cook County," Illinois""",41.87808-87.629584,0.055748417,0.165407392
41.990325,-87.672907,school,Google,,,, Cook County," Illinois""",41.990325-87.672907,0.107763615,0.206643492
41.878062,-87.630139,university,Google,,,, Cook County," Illinois""",41.878062-87.630139,0.055748417,0.165407392
41.8773236,-87.6279701,park,Google,,,, Cook County," Illinois""",41.8773236-87.6279701,0.055748417,0.165407392
41.877749,-87.6285,university,Google,,,, Cook County," Illinois""",41.877749-87.6285,0.055748417,0.165407392
41.877905,-87.628484,local_government_office,Google,,,, Cook County," Illinois""",41.877905-87.628484,0.055748417,0.165407392
41.876558,-87.626542,park,Google,,,, Cook County," Illinois""",41.876558-87.626542,0.009058883,0.022647207
41.875771,-87.626372,cafe,Google,,,, Cook County," Illinois""",41.875771-87.626372,0.009058883,0.022647207
41.875815,-87.626503,school,Google,,,, Cook County," Illinois""",41.875815-87.626503,0.009058883,0.022647207
41.876595,-87.6272,library,Google,,,, Cook County," Illinois""",41.876595-87.6272,0.009058883,0.022647207
41.876458,-87.627105,library,Google,,,, Cook County," Illinois""",41.876458-87.627105,0.009058883,0.022647207
41.876352,-87.627186,library,Google,,,, Cook County," Illinois""",41.876352-87.627186,0.009058883,0.022647207
41.875695,-87.627156,university,Google,,,, Cook County," Illinois""",41.875695-87.627156,0.009058883,0.022647207
41.874777,-87.628195,school,Google,,,, Cook County," Illinois""",41.874777-87.628195,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876232,-87.628273,library,Google,,,, Cook County," Illinois""",41.876232-87.628273,0.055748417,0.165407392
41.876071,-87.628977,local_government_office,Google,,,, Cook County," Illinois""",41.876071-87.628977,0.055748417,0.165407392
41.876482,-87.629177,school,Google,,,, Cook County," Illinois""",41.876482-87.629177,0.055748417,0.165407392
41.8742,-87.628385,school,Google,,,, Cook County," Illinois""",41.8742-87.628385,0.041471819,0.181023874
41.88365,-87.630206,local_government_office,Google,,,, Cook County," Illinois""",41.88365-87.630206,0.055748417,0.165407392
41.883848,-87.631093,local_government_office,Google,,,, Cook County," Illinois""",41.883848-87.631093,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883847,-87.631222,local_government_office,Google,,,, Cook County," Illinois""",41.883847-87.631222,0.055748417,0.165407392
41.883844,-87.631974,local_government_office,Google,,,, Cook County," Illinois""",41.883844-87.631974,0.055748417,0.165407392
41.883801,-87.632199,local_government_office,Google,,,, Cook County," Illinois""",41.883801-87.632199,0.055748417,0.165407392
41.883801,-87.632199,local_government_office,Google,,,, Cook County," Illinois""",41.883801-87.632199,0.055748417,0.165407392
41.883801,-87.632199,local_government_office,Google,,,, Cook County," Illinois""",41.883801-87.632199,0.055748417,0.165407392
41.883801,-87.632199,local_government_office,Google,,,, Cook County," Illinois""",41.883801-87.632199,0.055748417,0.165407392
41.883595,-87.632061,local_government_office,Google,,,, Cook County," Illinois""",41.883595-87.632061,0.055748417,0.165407392
41.882707,-87.631169,local_government_office,Google,,,, Cook County," Illinois""",41.882707-87.631169,0.055748417,0.165407392
41.883851,-87.632401,local_government_office,Google,,,, Cook County," Illinois""",41.883851-87.632401,0.055748417,0.165407392
41.883789,-87.632308,local_government_office,Google,,,, Cook County," Illinois""",41.883789-87.632308,0.055748417,0.165407392
41.882828,-87.632889,cafe,Google,,,, Cook County," Illinois""",41.882828-87.632889,0.055748417,0.165407392
41.882754,-87.632963,local_government_office,Google,,,, Cook County," Illinois""",41.882754-87.632963,0.055748417,0.165407392
41.8827,-87.6324,local_government_office,Google,,,, Cook County," Illinois""",41.8827-87.6324,0.055748417,0.165407392
41.882602,-87.632399,local_government_office,Google,,,, Cook County," Illinois""",41.882602-87.632399,0.055748417,0.165407392
41.882602,-87.632399,local_government_office,Google,,,, Cook County," Illinois""",41.882602-87.632399,0.055748417,0.165407392
41.8827,-87.6326,local_government_office,Google,,,, Cook County," Illinois""",41.8827-87.6326,0.055748417,0.165407392
41.881171,-87.630995,university,Google,,,, Cook County," Illinois""",41.881171-87.630995,0.055748417,0.165407392
41.881422,-87.631441,synagogue,Google,,,, Cook County," Illinois""",41.881422-87.631441,0.055748417,0.165407392
41.880838,-87.632127,cafe,Google,,,, Cook County," Illinois""",41.880838-87.632127,0.055748417,0.165407392
41.87966,-87.630663,school,Google,,,, Cook County," Illinois""",41.87966-87.630663,0.055748417,0.165407392
41.879659,-87.630794,school,Google,,,, Cook County," Illinois""",41.879659-87.630794,0.055748417,0.165407392
41.879344,-87.631001,cafe,Google,,,, Cook County," Illinois""",41.879344-87.631001,0.055748417,0.165407392
41.879273,-87.631042,school,Google,,,, Cook County," Illinois""",41.879273-87.631042,0.055748417,0.165407392
41.879168,-87.632433,library,Google,,,, Cook County," Illinois""",41.879168-87.632433,0.055748417,0.165407392
41.879507,-87.633966,cafe,Google,,,, Cook County," Illinois""",41.879507-87.633966,0.055748417,0.165407392
