,,,,,,,,,latlong,Career Impact,Poverty Impact
41.9365791,-87.6796865,park,Google,,,, Cook County," Illinois""",41.9365791-87.6796865,0.076696165,0.098609355
41.936826,-87.679478,park,Google,,,, Cook County," Illinois""",41.936826-87.679478,0.076696165,0.098609355
41.9398167,-87.6789162,park,Google,,,, Cook County," Illinois""",41.9398167-87.6789162,0.142008318,0.062982769
41.937155,-87.680367,park,Google,,,, Cook County," Illinois""",41.937155-87.680367,0.076696165,0.098609355
41.932269,-87.675327,cafe,Google,,,, Cook County," Illinois""",41.932269-87.675327,0.06561394,0.119793085
41.93531,-87.680333,school,Google,,,, Cook County," Illinois""",41.93531-87.680333,0.076696165,0.098609355
41.932023,-87.677828,school,Google,,,, Cook County," Illinois""",41.932023-87.677828,0.06561394,0.119793085
41.939393,-87.683031,cafe,Google,,,, Cook County," Illinois""",41.939393-87.683031,0.076696165,0.098609355
41.940064,-87.689508,local_government_office,Google,,,, Cook County," Illinois""",41.940064-87.689508,0.134806132,0.103697024
41.938209,-87.686144,school,Google,,,, Cook County," Illinois""",41.938209-87.686144,0.134806132,0.103697024
41.932727,-87.688824,school,Google,,,, Cook County," Illinois""",41.932727-87.688824,0.159961378,0.127132282
41.930107,-87.67391,local_government_office,Google,,,, Cook County," Illinois""",41.930107-87.67391,0.06561394,0.119793085
41.927131,-87.674372,cafe,Google,,,, Cook County," Illinois""",41.927131-87.674372,0.06561394,0.119793085
41.924305,-87.676205,school,Google,,,, Cook County," Illinois""",41.924305-87.676205,0.037169727,0.060008957
41.931904,-87.687777,cafe,Google,,,, Cook County," Illinois""",41.931904-87.687777,0.06417516,0.088712722
41.931746,-87.687775,school,Google,,,, Cook County," Illinois""",41.931746-87.687775,0.06417516,0.088712722
41.93166,-87.688016,hospital,Google,,,, Cook County," Illinois""",41.93166-87.688016,0.06417516,0.088712722
41.921822,-87.681358,school,Google,,,, Cook County," Illinois""",41.921822-87.681358,0.088033909,0.078578415
41.922904,-87.685386,park,Google,,,, Cook County," Illinois""",41.922904-87.685386,0.06302794,0.12345679
41.925922,-87.687558,school,Google,,,, Cook County," Illinois""",41.925922-87.687558,0.06417516,0.088712722
41.922035,-87.657756,park,Google,,,, Cook County," Illinois""",41.922035-87.657756,0.007081807,0.146275946
41.9220339,-87.6576506,park,Google,,,, Cook County," Illinois""",41.9220339-87.6576506,0.007081807,0.146275946
41.917987,-87.65649,school,Google,,,, Cook County," Illinois""",41.917987-87.65649,0.012415086,0.114546732
41.918122,-87.659691,hospital,Google,,,, Cook County," Illinois""",41.918122-87.659691,0.054969461,0.216823987
41.919971,-87.662035,school,Google,,,, Cook County," Illinois""",41.919971-87.662035,0.054969461,0.216823987
41.914197,-87.660328,local_government_office,Google,,,, Cook County," Illinois""",41.914197-87.660328,0.090695627,0.154681538
41.914242,-87.6635,school,Google,,,, Cook County," Illinois""",41.914242-87.6635,0.090695627,0.154681538
41.922201,-87.667213,school,Google,,,, Cook County," Illinois""",41.922201-87.667213,0.054969461,0.216823987
41.918635,-87.668439,school,Google,,,, Cook County," Illinois""",41.918635-87.668439,0.037169727,0.060008957
41.919569,-87.6696,school,Google,,,, Cook County," Illinois""",41.919569-87.6696,0.037169727,0.060008957
41.913457,-87.667287,school,Google,,,, Cook County," Illinois""",41.913457-87.667287,0.090695627,0.154681538
41.913769,-87.668352,park,Google,,,, Cook County," Illinois""",41.913769-87.668352,0.097649186,0.072935503
41.914477,-87.671999,school,Google,,,, Cook County," Illinois""",41.914477-87.671999,0.037169727,0.060008957
41.91465,-87.672566,school,Google,,,, Cook County," Illinois""",41.91465-87.672566,0.037169727,0.060008957
41.905032,-87.661999,school,Google,,,, Cook County," Illinois""",41.905032-87.661999,0.090695627,0.154681538
41.906099,-87.66327,school,Google,,,, Cook County," Illinois""",41.906099-87.66327,0.035369775,0.166617948
41.906137,-87.663292,park,Google,,,, Cook County," Illinois""",41.906137-87.663292,0.035369775,0.166617948
41.903317,-87.664367,school,Google,,,, Cook County," Illinois""",41.903317-87.664367,0.144906034,0.167655786
41.903499,-87.664245,school,Google,,,, Cook County," Illinois""",41.903499-87.664245,0.035369775,0.166617948
41.911977,-87.668666,school,Google,,,, Cook County," Illinois""",41.911977-87.668666,0.097649186,0.072935503
41.91065,-87.672284,cafe,Google,,,, Cook County," Illinois""",41.91065-87.672284,0.097649186,0.072935503
41.910649,-87.67245,cafe,Google,,,, Cook County," Illinois""",41.910649-87.67245,0.097649186,0.072935503
41.907484,-87.667793,local_government_office,Google,,,, Cook County," Illinois""",41.907484-87.667793,0.061602298,0.104372806
41.903467,-87.665896,university,Google,,,, Cook County," Illinois""",41.903467-87.665896,0.035369775,0.166617948
41.90357,-87.6671,park,Google,,,, Cook County," Illinois""",41.90357-87.6671,0.035369775,0.166617948
41.9035508,-87.6671289,park,Google,,,, Cook County," Illinois""",41.9035508-87.6671289,0.035369775,0.166617948
41.906576,-87.671335,university,Google,,,, Cook County," Illinois""",41.906576-87.671335,0.061602298,0.104372806
41.903213,-87.670122,cafe,Google,,,, Cook County," Illinois""",41.903213-87.670122,0.028132992,0.091112532
41.903374,-87.672079,cafe,Google,,,, Cook County," Illinois""",41.903374-87.672079,0.054401583,0.181602374
41.921383,-87.673229,cafe,Google,,,, Cook County," Illinois""",41.921383-87.673229,0.037169727,0.060008957
41.917648,-87.679965,cafe,Google,,,, Cook County," Illinois""",41.917648-87.679965,0.088033909,0.078578415
41.915866,-87.674499,school,Google,,,, Cook County," Illinois""",41.915866-87.674499,0.041903987,0.008136697
41.914484,-87.67694,park,Google,,,, Cook County," Illinois""",41.914484-87.67694,0.041903987,0.008136697
41.9143687,-87.6770674,park,Google,,,, Cook County," Illinois""",41.9143687-87.6770674,0.041903987,0.008136697
41.915221,-87.677702,cafe,Google,,,, Cook County," Illinois""",41.915221-87.677702,0.088033909,0.078578415
41.921649,-87.685107,park,Google,,,, Cook County," Illinois""",41.921649-87.685107,0.06302794,0.12345679
41.918506,-87.683318,school,Google,,,, Cook County," Illinois""",41.918506-87.683318,0.06302794,0.12345679
41.918343,-87.682681,cafe,Google,,,, Cook County," Illinois""",41.918343-87.682681,0.06302794,0.12345679
41.9216586,-87.6850783,park,Google,,,, Cook County," Illinois""",41.9216586-87.6850783,0.06302794,0.12345679
41.9229044,-87.6853864,park,Google,,,, Cook County," Illinois""",41.9229044-87.6853864,0.06302794,0.12345679
41.921611,-87.687424,cafe,Google,,,, Cook County," Illinois""",41.921611-87.687424,0.06302794,0.12345679
41.919357,-87.688014,local_government_office,Google,,,, Cook County," Illinois""",41.919357-87.688014,0.232282004,0.180333952
41.918638,-87.687296,cafe,Google,,,, Cook County," Illinois""",41.918638-87.687296,0.06302794,0.12345679
41.918639,-87.687247,cafe,Google,,,, Cook County," Illinois""",41.918639-87.687247,0.06302794,0.12345679
41.91874,-87.687542,school,Google,,,, Cook County," Illinois""",41.91874-87.687542,0.232282004,0.180333952
41.917466,-87.682651,cafe,Google,,,, Cook County," Illinois""",41.917466-87.682651,0.022384175,0.036959917
41.915797,-87.685972,school,Google,,,, Cook County," Illinois""",41.915797-87.685972,0.022384175,0.036959917
41.915776,-87.685941,school,Google,,,, Cook County," Illinois""",41.915776-87.685941,0.022384175,0.036959917
41.910902,-87.677333,cafe,Google,,,, Cook County," Illinois""",41.910902-87.677333,0.011371713,0.044065387
41.910447,-87.673208,school,Google,,,, Cook County," Illinois""",41.910447-87.673208,0.061602298,0.104372806
41.908409,-87.674572,cafe,Google,,,, Cook County," Illinois""",41.908409-87.674572,0.054401583,0.181602374
41.9076887,-87.6762971,park,Google,,,, Cook County," Illinois""",41.9076887-87.6762971,0.054401583,0.181602374
41.908021,-87.676928,park,Google,,,, Cook County," Illinois""",41.908021-87.676928,0.054401583,0.181602374
41.908219,-87.677255,school,Google,,,, Cook County," Illinois""",41.908219-87.677255,0.054401583,0.181602374
41.91178,-87.677595,cafe,Google,,,, Cook County," Illinois""",41.91178-87.677595,0.041903987,0.008136697
41.911445,-87.678659,school,Google,,,, Cook County," Illinois""",41.911445-87.678659,0.041903987,0.008136697
41.910987,-87.678598,synagogue,Google,,,, Cook County," Illinois""",41.910987-87.678598,0.043985637,0.056104129
41.912536,-87.680341,library,Google,,,, Cook County," Illinois""",41.912536-87.680341,0.041903987,0.008136697
41.910376,-87.677674,cafe,Google,,,, Cook County," Illinois""",41.910376-87.677674,0.054401583,0.181602374
41.907049,-87.67789,school,Google,,,, Cook County," Illinois""",41.907049-87.67789,0.054401583,0.181602374
41.90777,-87.676468,park,Google,,,, Cook County," Illinois""",41.90777-87.676468,0.054401583,0.181602374
41.904829,-87.677402,park,Google,,,, Cook County," Illinois""",41.904829-87.677402,0.054401583,0.181602374
41.90338,-87.675752,cafe,Google,,,, Cook County," Illinois""",41.90338-87.675752,0.054401583,0.181602374
41.910273,-87.684615,cafe,Google,,,, Cook County," Illinois""",41.910273-87.684615,0.039323046,0.157789945
41.908656,-87.684599,school,Google,,,, Cook County," Illinois""",41.908656-87.684599,0.039323046,0.157789945
41.912395,-87.687147,school,Google,,,, Cook County," Illinois""",41.912395-87.687147,0.043985637,0.056104129
41.910257,-87.686285,school,Google,,,, Cook County," Illinois""",41.910257-87.686285,0.039323046,0.157789945
41.906782,-87.685585,hospital,Google,,,, Cook County," Illinois""",41.906782-87.685585,0.039323046,0.157789945
41.905866,-87.685611,school,Google,,,, Cook County," Illinois""",41.905866-87.685611,0.039323046,0.157789945
41.907254,-87.685786,hospital,Google,,,, Cook County," Illinois""",41.907254-87.685786,0.039323046,0.157789945
41.9041547,-87.6855404,park,Google,,,, Cook County," Illinois""",41.9041547-87.6855404,0.039323046,0.157789945
41.90297,-87.684436,hospital,Google,,,, Cook County," Illinois""",41.90297-87.684436,0.087093389,0.084994753
41.903429,-87.685959,park,Google,,,, Cook County," Illinois""",41.903429-87.685959,0.039323046,0.157789945
41.906526,-87.688205,school,Google,,,, Cook County," Illinois""",41.906526-87.688205,0.099311441,0.188294492
41.903115,-87.687892,local_government_office,Google,,,, Cook County," Illinois""",41.903115-87.687892,0.099311441,0.188294492
41.900437,-87.623405,cafe,Google,,,, Cook County," Illinois""",41.900437-87.623405,0.052019584,0.073133415
41.90068,-87.624405,cafe,Google,,,, Cook County," Illinois""",41.90068-87.624405,0.029004614,0.087233575
41.9001,-87.625514,school,Google,,,, Cook County," Illinois""",41.9001-87.625514,0.029004614,0.087233575
41.9016692,-87.6281243,park,Google,,,, Cook County," Illinois""",41.9016692-87.6281243,0.052019584,0.073133415
41.901029,-87.62921,hospital,Google,,,, Cook County," Illinois""",41.901029-87.62921,0.033406353,0.214129244
41.901459,-87.629505,library,Google,,,, Cook County," Illinois""",41.901459-87.629505,0.033406353,0.214129244
41.901193,-87.630047,school,Google,,,, Cook County," Illinois""",41.901193-87.630047,0.072205864,0.189988478
41.900264,-87.627391,cafe,Google,,,, Cook County," Illinois""",41.900264-87.627391,0.029004614,0.087233575
41.899278,-87.626489,hospital,Google,,,, Cook County," Illinois""",41.899278-87.626489,0.029004614,0.087233575
41.8993188,-87.6306691,park,Google,,,, Cook County," Illinois""",41.8993188-87.6306691,0.072205864,0.189988478
41.900311,-87.62922,school,Google,,,, Cook County," Illinois""",41.900311-87.62922,0.033406353,0.214129244
41.898864,-87.628854,synagogue,Google,,,, Cook County," Illinois""",41.898864-87.628854,0.033406353,0.214129244
41.898864,-87.628854,synagogue,Google,,,, Cook County," Illinois""",41.898864-87.628854,0.033406353,0.214129244
41.898864,-87.628854,synagogue,Google,,,, Cook County," Illinois""",41.898864-87.628854,0.033406353,0.214129244
41.898864,-87.628854,synagogue,Google,,,, Cook County," Illinois""",41.898864-87.628854,0.033406353,0.214129244
41.8971288,-87.6221859,park,Google,,,, Cook County," Illinois""",41.8971288-87.6221859,0.046455747,0.073287946
41.897212,-87.622235,park,Google,,,, Cook County," Illinois""",41.897212-87.622235,0.046455747,0.073287946
41.897574,-87.623273,synagogue,Google,,,, Cook County," Illinois""",41.897574-87.623273,0.046455747,0.073287946
41.896614,-87.622342,library,Google,,,, Cook County," Illinois""",41.896614-87.622342,0.058050847,0.135169492
41.897091,-87.622219,park,Google,,,, Cook County," Illinois""",41.897091-87.622219,0.046455747,0.073287946
41.897207,-87.623225,local_government_office,Google,,,, Cook County," Illinois""",41.897207-87.623225,0.046455747,0.073287946
41.898274,-87.6238907,synagogue,Google,,,, Cook County," Illinois""",41.898274-87.6238907,0.046455747,0.073287946
41.898238,-87.625353,cafe,Google,,,, Cook County," Illinois""",41.898238-87.625353,0.029004614,0.087233575
41.89749,-87.625439,park,Google,,,, Cook County," Illinois""",41.89749-87.625439,0.029004614,0.087233575
41.897443,-87.625807,cafe,Google,,,, Cook County," Illinois""",41.897443-87.625807,0.029004614,0.087233575
41.897331,-87.625418,university,Google,,,, Cook County," Illinois""",41.897331-87.625418,0.029004614,0.087233575
41.897449,-87.625414,university,Google,,,, Cook County," Illinois""",41.897449-87.625414,0.029004614,0.087233575
41.897376,-87.625322,university,Google,,,, Cook County," Illinois""",41.897376-87.625322,0.029004614,0.087233575
41.896814,-87.62584,local_government_office,Google,,,, Cook County," Illinois""",41.896814-87.62584,0.029004614,0.087233575
41.894591,-87.622048,hospital,Google,,,, Cook County," Illinois""",41.894591-87.622048,0.058050847,0.135169492
41.894789,-87.622611,hospital,Google,,,, Cook County," Illinois""",41.894789-87.622611,0.058050847,0.135169492
41.894584,-87.622321,hospital,Google,,,, Cook County," Illinois""",41.894584-87.622321,0.058050847,0.135169492
41.894452,-87.622934,hospital,Google,,,, Cook County," Illinois""",41.894452-87.622934,0.058050847,0.135169492
41.893628,-87.622835,cafe,Google,,,, Cook County," Illinois""",41.893628-87.622835,0.058050847,0.135169492
41.895851,-87.625304,cafe,Google,,,, Cook County," Illinois""",41.895851-87.625304,0.040514776,0.100333651
41.894227,-87.624964,library,Google,,,, Cook County," Illinois""",41.894227-87.624964,0.040514776,0.100333651
41.898128,-87.626394,local_government_office,Google,,,, Cook County," Illinois""",41.898128-87.626394,0.029004614,0.087233575
41.897932,-87.626031,local_government_office,Google,,,, Cook County," Illinois""",41.897932-87.626031,0.029004614,0.087233575
41.897318,-87.627189,university,Google,,,, Cook County," Illinois""",41.897318-87.627189,0.029004614,0.087233575
41.897255,-87.627831,university,Google,,,, Cook County," Illinois""",41.897255-87.627831,0.029004614,0.087233575
41.897396,-87.627886,university,Google,,,, Cook County," Illinois""",41.897396-87.627886,0.029004614,0.087233575
41.897382,-87.627286,library,Google,,,, Cook County," Illinois""",41.897382-87.627286,0.029004614,0.087233575
41.897214,-87.627092,university,Google,,,, Cook County," Illinois""",41.897214-87.627092,0.029004614,0.087233575
41.896968,-87.626431,cafe,Google,,,, Cook County," Illinois""",41.896968-87.626431,0.029004614,0.087233575
41.896045,-87.626972,school,Google,,,, Cook County," Illinois""",41.896045-87.626972,0.040514776,0.100333651
41.896422,-87.627831,school,Google,,,, Cook County," Illinois""",41.896422-87.627831,0.040514776,0.100333651
41.897889,-87.628445,school,Google,,,, Cook County," Illinois""",41.897889-87.628445,0.033406353,0.214129244
41.897661,-87.628425,cafe,Google,,,, Cook County," Illinois""",41.897661-87.628425,0.033406353,0.214129244
41.896884,-87.630115,school,Google,,,, Cook County," Illinois""",41.896884-87.630115,0.072205864,0.189988478
41.895008,-87.626052,library,Google,,,, Cook County," Illinois""",41.895008-87.626052,0.040514776,0.100333651
41.894987,-87.627197,hospital,Google,,,, Cook County," Illinois""",41.894987-87.627197,0.040514776,0.100333651
41.894251,-87.626574,school,Google,,,, Cook County," Illinois""",41.894251-87.626574,0.040514776,0.100333651
41.894044,-87.627903,hospital,Google,,,, Cook County," Illinois""",41.894044-87.627903,0.040514776,0.100333651
41.894325,-87.62897,school,Google,,,, Cook County," Illinois""",41.894325-87.62897,0.021861152,0.142097489
41.901415,-87.631837,hospital,Google,,,, Cook County," Illinois""",41.901415-87.631837,0.072205864,0.189988478
41.902612,-87.634227,school,Google,,,, Cook County," Illinois""",41.902612-87.634227,0.072205864,0.189988478
41.902612,-87.634227,school,Google,,,, Cook County," Illinois""",41.902612-87.634227,0.072205864,0.189988478
41.902612,-87.634227,school,Google,,,, Cook County," Illinois""",41.902612-87.634227,0.072205864,0.189988478
41.902684,-87.634184,school,Google,,,, Cook County," Illinois""",41.902684-87.634184,0.072205864,0.189988478
41.901545,-87.634101,school,Google,,,, Cook County," Illinois""",41.901545-87.634101,0.072205864,0.189988478
41.899924,-87.630527,library,Google,,,, Cook County," Illinois""",41.899924-87.630527,0.072205864,0.189988478
41.899439,-87.6308,park,Google,,,, Cook County," Illinois""",41.899439-87.6308,0.072205864,0.189988478
41.899274,-87.630571,park,Google,,,, Cook County," Illinois""",41.899274-87.630571,0.072205864,0.189988478
41.898514,-87.633629,library,Google,,,, Cook County," Illinois""",41.898514-87.633629,0.072205864,0.189988478
41.901515,-87.634627,school,Google,,,, Cook County," Illinois""",41.901515-87.634627,0.235678028,0.30964467
41.902623,-87.638632,park,Google,,,, Cook County," Illinois""",41.902623-87.638632,0.235678028,0.30964467
41.902,-87.638688,school,Google,,,, Cook County," Illinois""",41.902-87.638688,0.235678028,0.30964467
41.899215,-87.635915,school,Google,,,, Cook County," Illinois""",41.899215-87.635915,0.235678028,0.30964467
41.899215,-87.635915,library,Google,,,, Cook County," Illinois""",41.899215-87.635915,0.235678028,0.30964467
41.897108,-87.630231,school,Google,,,, Cook County," Illinois""",41.897108-87.630231,0.072205864,0.189988478
41.8974,-87.633114,university,Google,,,, Cook County," Illinois""",41.8974-87.633114,0.072205864,0.189988478
41.893668,-87.632918,school,Google,,,, Cook County," Illinois""",41.893668-87.632918,0.059844961,0.063875969
41.896474,-87.634965,local_government_office,Google,,,, Cook County," Illinois""",41.896474-87.634965,0.02926964,0.047356068
41.896386,-87.635823,cafe,Google,,,, Cook County," Illinois""",41.896386-87.635823,0.02926964,0.047356068
41.896265,-87.636159,school,Google,,,, Cook County," Illinois""",41.896265-87.636159,0.02926964,0.047356068
41.897485,-87.637816,school,Google,,,, Cook County," Illinois""",41.897485-87.637816,0.02926964,0.047356068
41.895456,-87.638579,local_government_office,Google,,,, Cook County," Illinois""",41.895456-87.638579,0.02926964,0.047356068
41.8933,-87.622169,hospital,Google,,,, Cook County," Illinois""",41.8933-87.622169,0.008399646,0.059681698
41.892658,-87.622873,cafe,Google,,,, Cook County," Illinois""",41.892658-87.622873,0.008399646,0.059681698
41.893018,-87.624454,cafe,Google,,,, Cook County," Illinois""",41.893018-87.624454,0.040514776,0.100333651
41.889621,-87.622056,university,Google,,,, Cook County," Illinois""",41.889621-87.622056,0.008399646,0.059681698
41.889686,-87.622059,university,Google,,,, Cook County," Illinois""",41.889686-87.622059,0.008399646,0.059681698
41.889686,-87.622059,university,Google,,,, Cook County," Illinois""",41.889686-87.622059,0.008399646,0.059681698
41.890663,-87.624229,university,Google,,,, Cook County," Illinois""",41.890663-87.624229,0.040514776,0.100333651
41.890624,-87.624395,cafe,Google,,,, Cook County," Illinois""",41.890624-87.624395,0.040514776,0.100333651
41.890312,-87.62449,library,Google,,,, Cook County," Illinois""",41.890312-87.62449,0.040514776,0.100333651
41.891406,-87.627944,university,Google,,,, Cook County," Illinois""",41.891406-87.627944,0.040514776,0.100333651
41.892627,-87.628364,cafe,Google,,,, Cook County," Illinois""",41.892627-87.628364,0.021861152,0.142097489
41.892643,-87.628224,cafe,Google,,,, Cook County," Illinois""",41.892643-87.628224,0.021861152,0.142097489
41.891497,-87.628778,hospital,Google,,,, Cook County," Illinois""",41.891497-87.628778,0.021861152,0.142097489
41.892252,-87.629252,school,Google,,,, Cook County," Illinois""",41.892252-87.629252,0.021861152,0.142097489
41.889953,-87.628459,local_government_office,Google,,,, Cook County," Illinois""",41.889953-87.628459,0.021861152,0.142097489
41.889408,-87.628939,school,Google,,,, Cook County," Illinois""",41.889408-87.628939,0.021861152,0.142097489
41.88994,-87.629154,school,Google,,,, Cook County," Illinois""",41.88994-87.629154,0.021861152,0.142097489
41.8865,-87.6218,local_government_office,Google,,,, Cook County," Illinois""",41.8865-87.6218,0.036187298,0.09698613
41.8866275,-87.6254838,synagogue,Google,,,, Cook County," Illinois""",41.8866275-87.6254838,0.036187298,0.09698613
41.886878,-87.623823,library,Google,,,, Cook County," Illinois""",41.886878-87.623823,0.036187298,0.09698613
41.886705,-87.625542,hospital,Google,,,, Cook County," Illinois""",41.886705-87.625542,0.036187298,0.09698613
41.886627,-87.625484,synagogue,Google,,,, Cook County," Illinois""",41.886627-87.625484,0.036187298,0.09698613
41.884697,-87.623564,local_government_office,Google,,,, Cook County," Illinois""",41.884697-87.623564,0.036187298,0.09698613
41.886019,-87.624327,cafe,Google,,,, Cook County," Illinois""",41.886019-87.624327,0.036187298,0.09698613
41.885573,-87.624477,cafe,Google,,,, Cook County," Illinois""",41.885573-87.624477,0.036187298,0.09698613
41.886247,-87.624703,university,Google,,,, Cook County," Illinois""",41.886247-87.624703,0.036187298,0.09698613
41.886247,-87.624703,library,Google,,,, Cook County," Illinois""",41.886247-87.624703,0.036187298,0.09698613
41.885681,-87.624775,school,Google,,,, Cook County," Illinois""",41.885681-87.624775,0.036187298,0.09698613
41.885635,-87.624851,hospital,Google,,,, Cook County," Illinois""",41.885635-87.624851,0.036187298,0.09698613
41.884831,-87.624138,cafe,Google,,,, Cook County," Illinois""",41.884831-87.624138,0.036187298,0.09698613
41.884497,-87.625015,local_government_office,Google,,,, Cook County," Illinois""",41.884497-87.625015,0.036187298,0.09698613
41.8869472,-87.6265434,park,Google,,,, Cook County," Illinois""",41.8869472-87.6265434,0.036187298,0.09698613
41.887121,-87.627159,park,Google,,,, Cook County," Illinois""",41.887121-87.627159,0.036187298,0.09698613
41.886747,-87.626974,cafe,Google,,,, Cook County," Illinois""",41.886747-87.626974,0.036187298,0.09698613
41.886712,-87.627475,cafe,Google,,,, Cook County," Illinois""",41.886712-87.627475,0.036187298,0.09698613
41.885866,-87.626035,school,Google,,,, Cook County," Illinois""",41.885866-87.626035,0.036187298,0.09698613
41.885859,-87.626394,university,Google,,,, Cook County," Illinois""",41.885859-87.626394,0.036187298,0.09698613
41.885864,-87.626813,university,Google,,,, Cook County," Illinois""",41.885864-87.626813,0.036187298,0.09698613
41.885864,-87.626473,library,Google,,,, Cook County," Illinois""",41.885864-87.626473,0.036187298,0.09698613
41.884608,-87.627319,school,Google,,,, Cook County," Illinois""",41.884608-87.627319,0.036187298,0.09698613
41.885809,-87.628284,cafe,Google,,,, Cook County," Illinois""",41.885809-87.628284,0.055748417,0.165407392
41.885752,-87.629194,cafe,Google,,,, Cook County," Illinois""",41.885752-87.629194,0.055748417,0.165407392
41.884949,-87.629274,local_government_office,Google,,,, Cook County," Illinois""",41.884949-87.629274,0.055748417,0.165407392
41.884,-87.630064,local_government_office,Google,,,, Cook County," Illinois""",41.884-87.630064,0.055748417,0.165407392
41.893134,-87.630532,cafe,Google,,,, Cook County," Illinois""",41.893134-87.630532,0.059844961,0.063875969
41.892915,-87.635912,school,Google,,,, Cook County," Illinois""",41.892915-87.635912,0.02926964,0.047356068
41.890709,-87.630206,local_government_office,Google,,,, Cook County," Illinois""",41.890709-87.630206,0.059844961,0.063875969
41.89091,-87.632068,school,Google,,,, Cook County," Illinois""",41.89091-87.632068,0.059844961,0.063875969
41.890865,-87.632067,school,Google,,,, Cook County," Illinois""",41.890865-87.632067,0.059844961,0.063875969
41.890118,-87.631292,cafe,Google,,,, Cook County," Illinois""",41.890118-87.631292,0.059844961,0.063875969
41.890693,-87.632299,library,Google,,,, Cook County," Illinois""",41.890693-87.632299,0.059844961,0.063875969
41.890178,-87.634174,school,Google,,,, Cook County," Illinois""",41.890178-87.634174,0.02926964,0.047356068
41.889058,-87.632759,university,Google,,,, Cook County," Illinois""",41.889058-87.632759,0.059844961,0.063875969
41.892545,-87.636454,school,Google,,,, Cook County," Illinois""",41.892545-87.636454,0.02926964,0.047356068
41.893285,-87.637757,school,Google,,,, Cook County," Illinois""",41.893285-87.637757,0.02926964,0.047356068
41.890194,-87.635844,library,Google,,,, Cook County," Illinois""",41.890194-87.635844,0.02926964,0.047356068
41.889318,-87.635391,cafe,Google,,,, Cook County," Illinois""",41.889318-87.635391,0.02926964,0.047356068
41.889836,-87.637563,local_government_office,Google,,,, Cook County," Illinois""",41.889836-87.637563,0.02926964,0.047356068
41.889659,-87.637253,cafe,Google,,,, Cook County," Illinois""",41.889659-87.637253,0.02926964,0.047356068
41.887632,-87.633859,university,Google,,,, Cook County," Illinois""",41.887632-87.633859,0.059844961,0.063875969
41.885972,-87.630704,school,Google,,,, Cook County," Illinois""",41.885972-87.630704,0.055748417,0.165407392
41.885316,-87.631912,local_government_office,Google,,,, Cook County," Illinois""",41.885316-87.631912,0.055748417,0.165407392
41.884893,-87.63052,cafe,Google,,,, Cook County," Illinois""",41.884893-87.63052,0.055748417,0.165407392
41.886144,-87.632678,cafe,Google,,,, Cook County," Illinois""",41.886144-87.632678,0.055748417,0.165407392
41.88614,-87.632725,cafe,Google,,,, Cook County," Illinois""",41.88614-87.632725,0.055748417,0.165407392
41.885384,-87.632683,cafe,Google,,,, Cook County," Illinois""",41.885384-87.632683,0.055748417,0.165407392
41.885096,-87.632567,local_government_office,Google,,,, Cook County," Illinois""",41.885096-87.632567,0.055748417,0.165407392
41.884093,-87.633192,local_government_office,Google,,,, Cook County," Illinois""",41.884093-87.633192,0.055748417,0.165407392
41.888338,-87.635382,cafe,Google,,,, Cook County," Illinois""",41.888338-87.635382,0.02926964,0.047356068
41.888078,-87.636893,school,Google,,,, Cook County," Illinois""",41.888078-87.636893,0.02926964,0.047356068
41.884912,-87.636437,hospital,Google,,,, Cook County," Illinois""",41.884912-87.636437,0.055748417,0.165407392
41.884673,-87.636706,library,Google,,,, Cook County," Illinois""",41.884673-87.636706,0.055748417,0.165407392
41.884585,-87.637381,cafe,Google,,,, Cook County," Illinois""",41.884585-87.637381,0.055748417,0.165407392
41.901992,-87.641138,school,Google,,,, Cook County," Illinois""",41.901992-87.641138,0.235678028,0.30964467
41.8984205,-87.6397675,park,Google,,,, Cook County," Illinois""",41.8984205-87.6397675,0.02926964,0.047356068
41.895938,-87.63886,local_government_office,Google,,,, Cook County," Illinois""",41.895938-87.63886,0.02926964,0.047356068
41.895938,-87.63886,local_government_office,Google,,,, Cook County," Illinois""",41.895938-87.63886,0.02926964,0.047356068
41.895826,-87.638975,local_government_office,Google,,,, Cook County," Illinois""",41.895826-87.638975,0.02926964,0.047356068
41.894622,-87.639217,school,Google,,,, Cook County," Illinois""",41.894622-87.639217,0.02926964,0.047356068
41.894016,-87.639839,school,Google,,,, Cook County," Illinois""",41.894016-87.639839,0.02926964,0.047356068
41.89351,-87.6422346,park,Google,,,, Cook County," Illinois""",41.89351-87.6422346,0.02926964,0.047356068
41.893792,-87.641136,hospital,Google,,,, Cook County," Illinois""",41.893792-87.641136,0.02926964,0.047356068
41.894,-87.642804,cafe,Google,,,, Cook County," Illinois""",41.894-87.642804,0.02926964,0.047356068
41.893768,-87.642524,park,Google,,,, Cook County," Illinois""",41.893768-87.642524,0.02926964,0.047356068
41.898793,-87.648807,university,Google,,,, Cook County," Illinois""",41.898793-87.648807,0.100346021,0.14994233
41.896032,-87.648411,university,Google,,,, Cook County," Illinois""",41.896032-87.648411,0.049558081,0.133838384
41.896445,-87.65318,school,Google,,,, Cook County," Illinois""",41.896445-87.65318,0.090695627,0.154681538
41.896419,-87.654176,hospital,Google,,,, Cook County," Illinois""",41.896419-87.654176,0.090695627,0.154681538
41.893087,-87.64137,cafe,Google,,,, Cook County," Illinois""",41.893087-87.64137,0.02926964,0.047356068
41.888808,-87.643629,park,Google,,,, Cook County," Illinois""",41.888808-87.643629,0.047993019,0.058987784
